Key,File,Type,UsedInMainMenu,NoTranslate,KeepLoaded,english,Context / Alternate Text,german,spanish,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese
perkSledgeSagaArmorCrusherLongDesc,progression,perk,,x,,Sledgehammers ignore 10% more armor.,,,,,,,,,,,,,
perkSledgeSagaCompleteDesc,progression,perk,,x,,Sledgehammers deal 20% more headshot damage.,,,,,,,,,,,,,
perkSledgeSagaCompleteLongDesc,progression,perk,,x,,Sledgehammers deal 20% more headshot damage.,,,,,,,,,,,,,
perkSniperAPAmmoDesc,progression,perk,,x,,Rifles fire 10% faster.,,,,,,,,,,,,,
perkSniperAPAmmoLongDesc,progression,perk,,x,,Rifles fire 10% faster.,,,,,,,,,,,,,
perkSniperHPAmmoDesc,progression,perk,,x,,Rifles ignore 10% more armor.,,,,,,,,,,,,,
perkSniperHPAmmoLongDesc,progression,perk,,x,,Rifles ignore 10% more armor.,,,,,,,,,,,,,
perkSniperCompleteDesc,progression,perk,,x,,Rifles deal 20% more headshot damage.,,,,,,,,,,,,,
perkSniperCompleteLongDesc,progression,perk,,x,,Rifles deal 20% more headshot damage.,,,,,,,,,,,,,
perkAutoWeaponsCompleteDesc,progression,perk,,x,,Automatic Rifles deal 20% more headshot damage.,,,,,,,,,,,,,
perkAutoWeaponsCompleteLongDesc,progression,perk,,x,,Automatic Rifles deal 20% more headshot damage.,,,,,,,,,,,,,
perkUrbanCombatAdrenalineRushDesc,progression,perk,,x,,Gain +3 Carry Weight.,,,,,,,,,,,,,
perkUrbanCombatAdrenalineRushLongDesc,progression,perk,,x,,Tactical Pouches: Gain +3 Carry Weight.,,,,,,,,,,,,,
perkTechJunkie3APAmmoDesc,progression,perk,,x,,Stun Batons deal 10% more damage.,,,,,,,,,,,,,
perkTechJunkie3APAmmoLongDesc,progression,perk,,x,,Stun Batons deal 10% more damage.,,,,,,,,,,,,,
perkTechJunkie4ShellsDesc,progression,perk,,x,,Stun Batons swing 10% faster.,,,,,,,,,,,,,
perkTechJunkie4ShellLongDesc,progression,perk,,x,,Stun Batons swing 10% faster.,,,,,,,,,,,,,
perkTechJunkie8CompleteDesc,progression,perk,,x,,Stun Batons and Robotic Weapons deal 20% more headshot damage.,,,,,,,,,,,,,
perkTechJunkie8CompleteLongDesc,progression,perk,,x,,Stun Batons and Robotic Weapons deal 20% more headshot damage.,,,,,,,,,,,,,
perkBarBrawling8CompleteDesc,progression,perk,,x,,Knuckle weapons deal 20% more headshot damage.,,,,,,,,,,,,,
perkBarBrawling8CompleteLongDesc,progression,perk,,x,,Knuckle weapons deal 20% more headshot damage.,,,,,,,,,,,,,
perkSpearHunter8CompleteDesc,progression,perk,,x,,Spears deal 20% more headshot damage.,,,,,,,,,,,,,
perkSpearHunter8CompleteLongDesc,progression,perk,,x,,Spears deal 20% more headshot damage.,,,,,,,,,,,,,
perkBatterUpCompleteDesc,progression,perk,,x,,Clubs deal 20% more headshot damage.,,,,,,,,,,,,,
perkBatterUpCompleteLongDesc,progression,perk,,x,,Clubs deal 20% more headshot damage.,,,,,,,,,,,,,
perkEnforcerHPAmmoDesc,progression,perk,,x,,.44 Weapons reload 10% faster.,,,,,,,,,,,,,
perkEnforcerHPAmmoLongDesc,progression,perk,,x,,.44 Weapons reload 10% faster.,,,,,,,,,,,,,
perkEnforcerAPAmmoDesc,progression,perk,,x,,.44 Weapons fire 15% faster.,,,,,,,,,,,,,
perkEnforcerAPAmmoLongDesc,progression,perk,,x,,.44 Weapons fire 15% faster.,,,,,,,,,,,,,
perkEnforcerCompleteDesc,progression,perk,,x,,.44 Weapons deal 20% more headshot damage.,,,,,,,,,,,,,
perkEnforcerCompleteLongDesc,progression,perk,,x,,.44 Weapons deal 20% more headshot damage.,,,,,,,,,,,,,
perkNightStalkerThiefAdrenalineDesc,progression,perk,,x,,Gain +6 carry weight at night.,,,,,,,,,,,,,
perkNightStalkerThiefAdrenalineLongDesc,progression,perk,,x,,Gain +6 carry weight at night.,,,,,,,,,,,,,
armorSkillMagazineDesc,progression,perk,,x,,"Check out all the latest armor designs for the modern warrior. \nImproves Armor Skill.",,,,,,,,,,,,,
athleticsSkillMagazineDesc,progression,perk,,x,,"Keep up to date with the latest developments in athletics. \nImproved Athletics Skill.",,,,,,,,,,,,,
athleticsSkillMagazine,progression,perk,,x,,Health Nut,,,,,,,,,,,,,
athleticsSkillMagazineName,progression,perk,,x,,Health Nut,,,,,,,,,,,,,
clubsSkillMagazineDesc,progression,perk,,x,,"Check out all the latest clubs and bats for sports, home defense and gang wars. \nImproves Blunt Skill.",,,,,,,,,,,,,
bowsSkillMagazineDesc,progression,perk,,x,,"Master archery using the Bow Hunters Magazine! \nImproves Archery Skill.",,,,,,,,,,,,,
workstationSkillMagazineDesc,progression,perk,,x,,"Learn to outfit your shop with forges, workbenches, cement mixers and more! \nImproves Engineering Skill.",,,,,,,,,,,,,
handgunsSkillMagazineDesc,progression,perk,,x,,"The sensible citizen reads this magazine about sensible defensive handguns. \nImproves Pistols Skill.",,,,,,,,,,,,,
repairToolsSkillMagazineDesc,progression,perk,,x,,"From the home repair enthusiast to the professional repairman, we've got you covered! \nImproves Engineering Skill.",,,,,,,,,,,,,
foodSkillMagazineDesc,progression,perk,,x,,"Learn to cook dozens of amazing meals and become a Master Chef! \nImproves Survivalism Skill.",,,,,,,,,,,,,
bladesSkillMagazineDesc,progression,perk,,x,,"Be a real knife guy! Get the best info on all your bladed weapon needs. \nImproves Blade Skill.",,,,,,,,,,,,,
medicalSkillMagazineDesc,progression,perk,,x,,"Learn life saving skills! Make bandages and medical supplies from common household items. \nImproves Science Skill.",,,,,,,,,,,,,
riflesSkillMagazineDesc,progression,perk,,x,,"Check out vintage and modern hunting rifles in this amazing issue of Rifle World \nImproves Rifles Skill.",,,,,,,,,,,,,
scavengingSkillMagazineDesc,progression,perk,,x,,"Watch out for all the best deals around the country with Super Shopper magazine. \nImproves Scavenging Skill.",,,,,,,,,,,,,
scavengingSkillMagazine,progression,perk,,x,,Super Shopper,,,,,,,,,,,,,
scavengingSkillMagazineName,progression,perk,,x,,Super Shopper,,,,,,,,,,,,,
salvageToolsSkillMagazineDesc,progression,perk,,x,,"One man's junk is another man's treasure! \nImproves Salvaging Skill.",,,,,,,,,,,,,
spearsSkillMagazineDesc,progression,perk,,x,,"If you like poking holes in things, Sharp Sticks has you covered! \nImproves Piercing Skill.",,,,,,,,,,,,,
shotgunsSkillMagazineDesc,progression,perk,,x,,"Whether it's single shot, double barrel, pump action or automatic shotguns, we have you covered! \nImproves Shotguns Skill.",,,,,,,,,,,,,
seedSkillMagazineDesc,progression,perk,,x,,"Keep up with all the latest developments in farming with Southern Farming Magazine! \nImproves Survivalism Skill.",,,,,,,,,,,,,
machineGunsSkillMagazineDesc,progression,perk,,x,,"Check out the latest assault rifles on the market with Tactical Warfare! \nImproves Automatic Rifles Skill.",,,,,,,,,,,,,
speechSkillMagazine,progression,perk,,x,,Business Secrets,,,,,,,,,,,,,
speechSkillMagazineName,progression,perk,,x,,Business Secrets,,,,,,,,,,,,,
speechSkillMagazineDesc,progression,perk,,x,,"Follow the latest developments in the business world. \nImproves Speech Skill.",,,,,,,,,,,,,
harvestingToolsSkillMagazineDesc,progression,perk,,x,,"Learn to craft the best tools! \nImproves Mining Skill.",,,,,,,,,,,,,
electricianSkillMagazineDesc,progression,perk,,x,,"Let there be light! Learn all about electricity with Wiring 101. \nImproves Science Skill.",,,,,,,,,,,,,
vehicleTruck4x4ChassisSchematic,progression,perk,,x,,4x4 Truck Chassis,,,,,,,,,,,,,
vehicleTruck4x4ChassisSchematicName,progression,perk,,x,,4x4 Truck Chassis,,,,,,,,,,,,,
vehicleTruck4x4AccessoriesSchematic,progression,perk,,x,,4x4 Truck Accessories,,,,,,,,,,,,,
vehicleTruck4x4AccessoriesSchematicName,progression,perk,,x,,4x4 Truck Accessories,,,,,,,,,,,,,
perkLivingOffTheLandDesc,progression,perk,,x,,Specialise in harvesting more crops.,,,,,,,,,,,,,
armorNerdOutfitDesc,progression,perk,,x,,"Heavy Armor\nThe durable steel cage adds much needed protection from the outside world. Gives extra maximum health.\n\nFull Set Bonus: Tools and Weapons degrade slower.",,,,,,,,,,,,,
armorNomadHelmetDesc,progression,perk,,x,,"Heavy Armor\nGuarded against the dangerous diseases of the wasteland, this headgear enables the Nomad to wander further. Reduces infection chance.\n\nFull Set Bonus: Reduces stamina recovery costs.",,,,,,,,,,,,,
meleeToolAxeT2SteelAxeSchematic,progression,perk,,x,,Steel Axe Schematic,,,,,,,,,,,,,
meleeToolPickT2SteelPickaxeSchematic,progression,perk,,x,,Steel Pickaxe Schematic,,,,,,,,,,,,,
meleeToolShovelT2SteelShovelSchematic,progression,perk,,x,,Steel Shovel Schematic,,,,,,,,,,,,,
cntDewCollectorSchematic,progression,perk,,x,,Dew Collector Schematic,,,,,,,,,,,,,
ammoArrowSteelAPSchematic,progression,perk,,x,,Steel Arrow Schematic,,,,,,,,,,,,,
ammoArrowFlamingSchematic,progression,perk,,x,,Flaming Arrow Schematic,,,,,,,,,,,,,
ammoArrowExplodingSchematic,progression,perk,,x,,Exploding Arrow Schematic,,,,,,,,,,,,,
ammoCrossbowBoltSteelAPSchematic,progression,perk,,x,,Steel Crossbow Bolt Schematic,,,,,,,,,,,,,
ammoCrossbowBoltFlamingSchematic,progression,perk,,x,,Flaming Crossbow Bolt Schematic,,,,,,,,,,,,,
ammoCrossbowBoltExplodingSchematic,progression,perk,,x,,Exploding Crossbow Bolt Schematic,,,,,,,,,,,,,
ammoRocketSchematic,progression,perk,,x,,Rocket Schematic,,,,,,,,,,,,,
ammoJunkTurretRegularSchematic,progression,perk,,x,,Robotic Turret Ammo Schematic,,,,,,,,,,,,,
ammoJunkTurretShellSchematic,progression,perk,,x,,Robotic Turret Shell Schematic,,,,,,,,,,,,,
ammoJunkTurretAPSchematic,progression,perk,,x,,AP Robotic Turret Ammo Schematic,,,,,,,,,,,,,
ammo9mmBulletBallSchematic,progression,perk,,x,,9mm Bullet Schematic,,,,,,,,,,,,,
ammo9mmBulletHPSchematic,progression,perk,,x,,HP 9mm Bullet Schematic,,,,,,,,,,,,,
ammo9mmBulletAPSchematic,progression,perk,,x,,AP 9mm Bullet Schematic,,,,,,,,,,,,,
ammo44MagnumBulletBallSchematic,progression,perk,,x,,.44 Magnum Bullet Schematic,,,,,,,,,,,,,
ammo44MagnumBulletHPSchematic,progression,perk,,x,,HP .44 Magnum Bullet Schematic,,,,,,,,,,,,,
ammo44MagnumBulletAPSchematic,progression,perk,,x,,AP .44 Magnum Bullet Schematic,,,,,,,,,,,,,
ammo762mmBulletBallSchematic,progression,perk,,x,,7.62mm Bullet Schematic,,,,,,,,,,,,,
ammo762mmBulletHPSchematic,progression,perk,,x,,HP 7.62mm Bullet Schematic,,,,,,,,,,,,,
ammo762mmBulletAPSchematic,progression,perk,,x,,AP 7.62mm Bullet Schematic,,,,,,,,,,,,,
ammoShotgunShellSchematic,progression,perk,,x,,Shotgun Shell Schematic,,,,,,,,,,,,,
ammoShotgunSlugSchematic,progression,perk,,x,,AP Slug Schematic,,,,,,,,,,,,,
ammoShotgunBreachingSlugSchematic,progression,perk,,x,,Breaching Slug Schematic,,,,,,,,,,,,,
mineCookingPotSchematic,progression,perk,,x,,Cooking Pot Mine Schematic,,,,,,,,,,,,,
mineHubcapSchematic,progression,perk,,x,,Hubcap Mine Schematic,,,,,,,,,,,,,
mineAirFilterSchematic,progression,perk,,x,,Air Filter Mine Schematic,,,,,,,,,,,,,
perkMotherLodeRank1LongDesc,progression,perk,,x,,Harvest 10% more resources with mining tools.,,,,,,,,,,,,,
perkMotherLodeRank2LongDesc,progression,perk,,x,,Harvest 20% more resources with mining tools.,,,,,,,,,,,,,
perkMotherLodeRank3LongDesc,progression,perk,,x,,Harvest 30% more resources with mining tools.,,,,,,,,,,,,,
perkMotherLodeRank4LongDesc,progression,perk,,x,,Harvest 40% more resources with mining tools.,,,,,,,,,,,,,
perkMotherLodeRank5LongDesc,progression,perk,,x,,Harvest 50% more resources with mining tools.,,,,,,,,,,,,,
questRewardT1SkillMagazineBundle,progression,perk,,x,,Random Skill Magazine,,,,,,,,,,,,,
questRewardMagazineBundleDesc,progression,perk,,x,,Get a random skill magazine to level your action skills.,,,,,,,,,,,,,
perkApiaryCrafting,progression,perk,,x,,Apiculture,,,,,,,,,,,,,
perkApiaryCraftingName,progression,perk,,x,,Apiculture,,,,,,,,,,,,,
perkApiaryCraftingDesc,progression,perk,,x,,Combine your understanding of nature and engineering to manage hives of bees to generate honey passively,,,,,,,,,,,,,
perkApiaryCraftingRank1Desc,progression,perk,,x,,Apiary Builder,,,,,,,,,,,,,
perkApiaryCraftingRank2Desc,progression,perk,,x,,Bee Whisperer,,,,,,,,,,,,,
perkApiaryCraftingRank3Desc,progression,perk,,x,,Honey Baron,,,,,,,,,,,,,
perkApiaryCraftingRank4Desc,progression,perk,,x,,Brood Mother,,,,,,,,,,,,,
perkApiaryCraftingRank1LongDesc,progression,perk,,x,,Craft Apiaries to generate honey. Be careful of aggrivating the bees.,,,,,,,,,,,,,
perkApiaryCraftingRank2LongDesc,progression,perk,,x,,Craft Bee Smoker modules for your Apiaries to prevent bee aggrivation.,,,,,,,,,,,,,
perkApiaryCraftingRank3LongDesc,progression,perk,,x,,Craft Honey Extractors to get honey more frequently.,,,,,,,,,,,,,
perkApiaryCraftingRank4LongDesc,progression,perk,,x,,Craft Brood Boxes to generate more honey per harvest.,,,,,,,,,,,,,
perkChickenCoopCrafting,progression,perk,,x,,Poultry Farming,,,,,,,,,,,,,
perkChickenCoopCraftingName,progression,perk,,x,,Poultry Farming,,,,,,,,,,,,,
perkChickenCoopCraftingDesc,progression,perk,,x,,Combine your understanding of nature and engineering to build chicken coops and raise poultry for eggs and feathers passively,,,,,,,,,,,,,
perkChickenCoopCraftingRank1Desc,progression,perk,,x,,Coop Builder,,,,,,,,,,,,,
perkChickenCoopCraftingRank2Desc,progression,perk,,x,,Flock Caretaker,,,,,,,,,,,,,
perkChickenCoopCraftingRank3Desc,progression,perk,,x,,Free Range Rancher,,,,,,,,,,,,,
perkChickenCoopCraftingRank4Desc,progression,perk,,x,,Roost Master,,,,,,,,,,,,,
perkChickenCoopCraftingRank1LongDesc,progression,perk,,x,,Craft Chicken Coops to start gathering feathers and eggs passively.,,,,,,,,,,,,,
perkChickenCoopCraftingRank2LongDesc,progression,perk,,x,,Craft Brooding Lamps to increase production and speed up chicken maturation rates.,,,,,,,,,,,,,
perkChickenCoopCraftingRank3LongDesc,progression,perk,,x,,"Craft Chicken Runs to give your chickens room to hunt for bugs, reducing feed costs by 50%.",,,,,,,,,,,,,
perkChickenCoopCraftingRank4LongDesc,progression,perk,,x,,Craft Nesting Boxes to allow chicken breeding and increase total chicken slots.,,,,,,,,,,,,,

foodChickenNuggetsSchematic,items,Item,,,,Chicken Nuggets Recipe,,,,,,,,,,,,,
foodRoadrunnerChickenJerkySchematic,items,Item,,,,Roadrunner Chicken Jerky Recipe,,,,,,,,,,,,,
foodChickenWingsSchematic,items,Item,,,,Chicken Wings Recipe,,,,,,,,,,,,,
foodAshChickenStewSchematic,items,Item,,,,Ash Chicken Stew Recipe,,,,,,,,,,,,,
foodHoneyBrisketSchematic,progression,perk,,x,,Honey Brisket Recipe,,,,,,,,,,,,,
foodHoneyGlazedShamSchematic,progression,perk,,x,,Honey Glazed Sham Recipe,,,,,,,,,,,,,
drinkJarHoneyTeaSchematic,progression,perk,,x,,Honey Tea Recipe,,,,,,,,,,,,,
cntApiarySchematic,progression,perk,,x,,Apiary Schematic,,,,,,,,,,,,,
foodHoneyBrisketSchematicName,progression,perk,,x,,Honey Brisket Recipe,,,,,,,,,,,,,
foodHoneyGlazedShamSchematicName,progression,perk,,x,,Honey Glazed Sham Recipe,,,,,,,,,,,,,
drinkJarHoneyTeaSchematicName,progression,perk,,x,,Honey Tea Recipe,,,,,,,,,,,,,
cntApiarySchematicName,progression,perk,,x,,Apiary Schematic,,,,,,,,,,,,,

statLBDSkillsCigar,UI,Stat,,x,,"All Melee Skills",,,,,,,,,,,,,
modArmorCigarDesc,progression,perk,,x,,"Look intimidating and get a better deal from traders.\n\nStats Granted - Tier Based:\nAll Melee Skills     +2,+4,+6,+8,+10,+12\nBartering          +5%,+6%,+7%,+8%,+10%",,,,,,,,,,,,,
modArmorPerceptionDesc,progression,perk,,x,,"Enhances your senses and situational awareness.\n\nStats Granted - Tier Based:\nAll Ranged Skills   +2,+4,+6,+8,+10,+12\nLoot Stage             +1,+2,+3,+4,+5,+6",,,,,,,,,,,,,
modArmorStrengthDesc,progression,perk,,x,,"A core upgrade to your physical prowess.\n\nStats Granted - Tier Based:\nAll Melee Skills    +2,+4,+6,+8,+10,+12\nCarry Capacity    +1,+2,+3,+4,+5,+6",,,,,,,,,,,,,
modArmorFortitudeDesc,progression,perk,,x,,"A core upgrade to your resilience and endurance.\n\nStats Granted - Tier Based:\nArmor Skill       +2,+4,+6,+8,+10,+12\nSurvival Skill    +2,+4,+6,+8,+10,+12\nMax HP           +5,+10,+15,+20,+25,+30",,,,,,,,,,,,,
modArmorAgilityDesc,progression,perk,,x,,"A core upgrade to your speed and flexibility.\n\nStats Granted - Tier Based:\nAthletics Skill    +2,+4,+6,+8,+10,+12\nScavenging Skill  +2,+4,+6,+8,+10,+12\nMax Stamina    +5,+10,+15,+20,+25,+30\nStamina/s     +1%,+2%,+3%,+4%,+5%,+6%",,,,,,,,,,,,,
modArmorIntellectDesc,progression,perk,,x,,"A core upgrade to your brainpower and efficiency.\n\nStats Granted - Tier Based:\nScience Skill      +2,+4,+6,+8,+10,+12\nSpeech Skill       +2,+4,+6,+8,+10,+12\nEngineering Skill +2,+4,+6,+8,+10,+12\nXP Gain  +5%,+10%,+15%,+20%,+25%,+30%",,,,,,,,,,,,,
statLBDSkillsPercPatch,UI,Stat,,x,,"All Ranged Skills"
statLBDSkillsStrPatch,UI,Stat,,x,,"All Melee Skills"
statLBDSkillsFortPatch,UI,Stat,,x,,"Armor & Survivalism"
statLBDSkillsAgiPatch,UI,Stat,,x,,"Athletics & Scavenging"
statLBDSkillsIntPatch,UI,Stat,,x,,"Sci, Speech & Eng."
statHealthMaxPatch,UI,Stat,,x,,"Max Health"
statStaminaMaxPatch,UI,Stat,,x,,"Max Stamina"
statLootStagePatch,UI,Stat,,x,,"Loot Bonus"
statPlayerExpGainPatch,UI,Stat,,x,,"XP Gain"
statCarryCapacityPatch,UI,Stat,,x,,"Carry Capacity"
statStaminaChangeOT,UI,Stat,,x,,"Stamina Regen"

